App,Description,Rating,Number of ratings,Price,Dangerous permissions count,Safe permissions count,Class,Package,Related apps
Chernokozov Trading Adviser,"EOD graph, MACD, ADX, RSI, BOL(RSI), KAMA. Automatic &quot;Buy&quot; and &quot;Sell&quot; signals.<p>Chernokozov Trading Adviser 2011. You need purchase license online to use adviser with real market data. Chernokozov Trading Adviser Multiexchange 2011 allows to view and analyze every ticker of US and CIS markets providing such features as a historical EOD graph, MACD, ADX, RSI, BOL(RSI), KAMA. There is an automatic generation of &quot;Buy&quot; and &quot;Sell&quot; signals for all aviable tickers every day. You can try and use both &quot;bullish&quot; and &quot;bearish&quot; strategies, based on these signals",5.0,1,0.0,1,0,1,app.com.chernokozov.inc.adviser,"['com.apptasy.smartrend.free', 'com.pepperstone.trader', 'com.cg3.android.rsisolver', 'com.coldsnowstudios.android']"
Balance My Checkbook Beta,"A new Pro version is available now!  This is the last update to the Beta version and no more updates will come.  The Beta version will remain on the market for a limited time, but for all new updates, get the Pro version.  The Pro version has an optional passcode protection, allows for check number and memos, and will receive more updates soon!<p>Get rid of your bank ledger and enter your receipts in Balance My Checkbook.  Track and monitor your expenses!  Avoid overdrafts easily!  This is the free beta version for a limited time.<p>Features:<br>- Available Balance<br>- Reconciliation<br>- Reports<br>- Searching<br>- Backup/Restore<br>- Transfers<br>- Quick Easy Entry",4.5,350,0.0,2,0,0,goody.android.finance,"['com.pocketbooks', 'com.netdonkeylabs.NDL_Cashflow', 'com.practicallysimple.safecheckreg_latest_Demo', 'com.ndk.checkbookfree']"
Financial Calculator,"Simple & easy to use financial calculator: IRR, PV, FV, NPV, TMV and more!<p>Features (partial list):<br>* IRR, MIRR<br>* NPV, NFV<br>* Time value of Money (TMV) calculator<br>* PV/FV of annuity/annuity due/perpetuity/interest<br>* Nominal/Effective rate converter<br>* Loan Amortization<br>* Depreciation<br>* Bonds calculator<p>Statistics:<br>* Series avg, std & var.<br>* Beta & Gamma functions<p>Misc:<br>* Tip Calculator<p>KW: Financial Calculator, Finance Calculator",4.5,1036,0.0,2,0,0,tm.app.financialCalculator,"['com.cactusapps.android.cfcalc', 'com.yingwen.advcalfree', 'com.MobileAnarchy.Android.CapitalizationCalculator', 'com.flufflydelusions.app.commoncalculationlite']"
?????? ??????????????,?????????????????? ?????? ?????????????? ???????????? ???? ?????????? ?????????? ???????? ?????????????? ?????????? ?????????????? ?????????? ?????? ???????? ???????? ??????:  <br>?????????? ?????????? ???????????? ?????? ?????????? ?????????????? ???? ????????????<br>???????????? ????&quot;?? <br>???????? ???????????? ?????????? <br>?????????? ???????????? ???????????? ???????????????? ?????????????? ??????????  <br>????????????????<br>??????????????<br>???????? ???????? ???????? ?????????? ????&quot;??  ??????????<br>?????????? ???????????? ???????? ????????<br>?????????? ! ?????????? ???????? ???????????? ???????????? on-line <p>???????????? ???????????? ?????? ?????????????? ???????????? ?????????????? ???????????? ??&quot;???????????? ????????????????&quot;.,3.5,549,0.0,9,4,0,com.ideomobile.hapoalim,"['com.mortgage.androcalc.calc', 'com.MobileAnarchy.Android.BankOfIsraelExchangeRates', 'mobi.brainrg.israstocks', 'com.pdac.currcalc']"
Chase Mobile,"Our Chase Mobile App makes it easy for you to bank on the go 24/7.<p>Free* Chase Mobile(R) App ??? Customized for Android(TM) users.<p>If you own an Android device, try banking on the go! Our exclusive Android application makes it easy for you to:<p>BANK WITH CONFIDENCE 24/7 ??? If you???re enrolled in Chase Online(SM), you can pay bills and credit cards; see account balances and transaction history; transfer money between your accounts; and even send wire transfers. We also use multiple safeguard technologies to help protect your information.<p>FIND US ??? Locate your nearest Chase branch or ATM quickly and easily.<p>CONTACT US ??? Talk to our service representatives; they???re just a touch away.<p>MAKE A DEPOSIT ??? With Chase QuickDeposit(SM), you can save a trip to the bank by using your Android device to make a deposit.<p>CHASE PERSON-TO-PERSON QUICKPAY - Send money to nearly anyone with a U.S. bank account just by using an email address or mobile phone number. The App uses your contact data so you can easily add people to your Chase QuickPay(SM) contact list.<p>EDIT AND CANCEL PAYMENTS - You can now make changes to pending credit card payments, transfers, wires or bill payments.<p>SEE REWARDS ??? See your credit card and debit card rewards information.<p>BLUEPRINT(SM) ??? We???ve made it even easier to stick to your plan.  Now you can view and make your BLUEPRINT credit card payment from your Android device.<p>Some features are available for eligible customers and accounts only.<p>*There is no charge from Chase, but data rates may apply.<br>Android is a trademark of Google Inc.<p>htc  EVO(TM) is a trademark of HTC Corporation.",4.4,37598,0.0,5,0,1,com.chase.sig.android,"['com.Vertifi.DeposZip', 'com.discoverfinancial.mobile', 'com.americanexpress.android.acctsvcs.us', 'INGDIRECT.android']"
American Eagle FCU Mobile,"American Eagle Mobile Banking allows you to manage your finances on the go!<p>FAST, SECURE AND FREE??? ??? Mobile Banking is available to all American Eagle Federal Credit Union online banking users??????.<p>FEATURES:<p>Check Available Balances 24/7<p>View transaction history for checking, savings, and credit card accounts<p>Transfer funds between your American Eagle accounts<p>Contact us via secure messaging for support<p>SECURITY:<p>Your online banking experience and the security of your personal and financial information are very important to us.<p>Mobile Banking is protected by 128-bit encryption just like American Eagle Online Banking.<p>No personal information is stored on your phone.<p>Account number information is not transmitted.<p>Transfers can only be made to existing accounts.<p>To enroll and activate Mobile Banking, log into American Eagle Online Banking, select the Member Services tab, click ???Mobile Access???, and follow the instructions to activate Mobile Banking.<p>And use mobile account alerts for even more banking on the go. Receive a message to your email or mobile device notifying you of your current balance, low balance, high balance, deposits, withdrawals and more. Sign up today in Online Banking.<p>Visit us at <a href=""http://www.google.com/url?q=http://americaneagle.org&usg=AFQjCNFJocRjJf7myFsosGz9kHhUOPuxEw"" target=""_blank"">americaneagle.org</a> for further details.<p>??? There is no charge to use Mobile Banking from American Eagle, but messaging and data rates from your mobile provider still apply.<p>?????? Must be enrolled in American Eagle Online Banking.",4.5,41,0.0,2,0,0,com.softek.ofxclmobile.americaneaglefcu,['com.mshift.nutmegstatefcu']
Banco de Chile,"Banco de Chile en tu Android<p>Con la aplicaci??n de Banco de Chile podr??s acceder a nuestros servicios desde tu Android. <p>Ingresa directamente a Banca M??vil con tu clave Internet, para revisar el saldo y ??ltimos movimientos de tu Cuenta Corriente, realizar transferencias entre productos o a terceros, recargar tu celular, entre otros servicios. <br>Adem??s, tendr??s todos los contactos necesarios en caso de una emergencia bancaria. <p>Por medio de la geolocalizaci??n, el sistema te indica a qu?? distancia est??s de la sucursal del Banco de Chile m??s cercana, as?? no perder??s tiempo en ubicarla. Esta aplicaci??n tambi??n te muestra el camino m??s corto para llegar al lugar seleccionado y la distancia a la que te encuentras de ??l. <p>Adem??s, gracias a la utilizaci??n del GPS de tu m??vil, encuentra los lugares m??s cercanos donde puedes utilizar los beneficios que te ofrecen las Tarjetas de Cr??dito. As?? podr??s ver las promociones m??s destacadas de Travel Club, descuentos en comercios, Restaurantes y Viajes. ??Todo en la palma de tu mano!",3.4,140,0.0,4,1,0,cl.bancochile.aplicacionmovil,"['cl.yeku.indicadores', 'com.cuprum.movil', 'com.infoaccion.indicadores', 'beep.dhenriquez.cl']"
Insurance Quotes Fast,"Fast Easy Insurance quotes. InsureDroid is your Mobile Insurance assistant.<p>Fast Access to Affordable Insurance Quotes Nationwide: Simply enter your zip and click to request custom quotes for: Affordable Health Insurance, Life Insurance, Auto Insurance, Home Owners, Dental Insurance, Cancer Insurance, Long Term Care, Disability and more. Insurance Rates available by email, online or agent assisted.",2.0,16,0.0,2,0,1,com.duncanmountain.insureco.insuredroid1.activities,"['com.camfiler.insurephone', 'com.farmers.ifarmers', 'nEx.Software.Apps.Calculators.InsurancePro', 'com.mpayy']"
Stock Trade Analysis,This application is for person who wants to max profit and minimize loss. Lot of people traders ignores commission & tax impact. These factors reduce profit and hence reduce % Return. This application helps you in identifying sell price to maximize profit. You can see impact of commission & tax by selecting check marks.,2.3,3,0.99,0,0,1,com.goldstarapp.stock.analysis,"['com.alienhive.stockpricealerts', 'com.example2.Econ', 'com.taguru.ChartPro', 'com.androidologist.stockstatus']"
Mono Stock Portfolio,"A simple way to keep track of your stock portfolios (real or paper-trade)<p>Mono Stock Portfolio is a simple way to keep track of how well your stock portfolios (real or paper-trade) are doing. Enter your stock ticker, how many shares you bought, and how much you bought them for, and you'll be able to see at a glance if you are making money (green) or losing money (red). You'll also be able to see other important data like Volume, daily Change, Price, etc.<p>Mono Stock Portfolio is an open source app, and was created mainly to help learn and demonstrate Mono for Android. Source code is available at <a href=""http://www.google.com/url?q=https://github.com/mgroves/MonodroidStockPortfolio&usg=AFQjCNHyKfVyoj1wsRk1woGa8eSg6aDdfA"" target=""_blank"">https://github.com/mgroves/MonodroidStockPortfolio</a>",3.9,7,0.0,1,0,1,com.monostockportfolio,"['com.sbanks.portfoliotracker', 'com.opacha.networth', 'com.acquasys.invest', 'com.portfoliofeedrss']"
M&I Mobile,"M&I<p>Download the M&I Mobile Android app today! Access your M&I accounts, transfer money, pay bills, locate branches and ATMs, and more.<p>Important: Verify your Secure Sign On picture and phrase before signing on to M&I Mobile.<p>Banking deposit and loan products and services are provided by BMO Harris Bank N.A., Member FDIC, and are subject to bank/credit approval. M&I?? is a trade name used by BMO Harris Bank N.A. and its affiliates.<br>Copyright 2011, BMO Financial Corp., All Rights Reserved.",3.9,282,0.0,2,0,1,com.mshift.mibank,"['com.glitchtechscience.gtcheckbook', 'com.mshift.nutmegstatefcu', 'com.mshift.summitcu', 'com.cityjams.calculators.percent']"
NAB,"Access NAB services wherever you are on your Android device.<p>NAB Internet Banking:<p>* Check your account balance and transaction history<br>* Transfer funds to linked accounts, saved payees, or anyone else<br>* Pay bills<br>* View your NAB Online Trading share portfolio.<p>Other tools:<br>* Savings calculator to see how much you could save<br>* Loan calculator to help you find your ideal loan <br>* ATM and branch locator<br>* Foreign exchange rate calculator<br>* Keep up with the @NAB Twitter feed via Latest @NAB<p><a href=""mailto:mobilefeedback@nab.com.au"" target=""_blank"">mobilefeedback@nab.com.au</a> for support or compatibility issues.<p>Note: NAB Internet Banking is embedded functionality which you can also access through your internet browser on your mobile device at <a href=""http://www.google.com/url?q=http://nab.com.au&usg=AFQjCNGHsEoYAXpcO46bnXJyJ-Ok_VHGDg"" target=""_blank"">http://nab.com.au</a><p>Security<br>When using NAB Internet Banking via this mobile app, you are protected by similar security measures as those we use to protect the full version of NAB Internet Banking. The main difference is that you can't make payments that require an SMS Security code. For payments that do require SMS Security, please use the full version of NAB Internet Banking.<p>Find out how you're protected against fraud by NAB Defence: go to <a href=""http://www.google.com/url?q=http://nab.com.au/nabdefence&usg=AFQjCNHfJuzeURpy_m3V2YjdaTdv-WkfNw"" target=""_blank"">nab.com.au/nabdefence</a>.<p>NAB Internet Banking on your mobile is protected with 128-bit encryption.<p>Keep track of your mobile device<br>Your mobile device is your way of accessing NAB Internet Banking, so don???t keep your NAB ID and password with your mobile device. Get in touch with NAB immediately if you???ve lost your mobile device or feel that someone may know your login details.<p>Logout when you???re done<br>Make sure you logout when you???re finished using NAB Internet Banking. Once you logout, no one else can login without your NAB ID and password.",4.1,685,0.0,3,1,0,au.com.nab.mobile,"['com.aussietax', 'com.phonegap.incometax', 'au.com.ingdirect.android', 'org.bom.bank']"
Equifax Mobile,"Now, you can stay on top of your credit and protect your identity on the go -- FREE <p>Equifax Places on your Android phone utilizes your GPS location to show you:<br> - Equifax Credit Score???: Average credit scores in your area<br> - Fraud Index: The frequency of identity fraud in your area<br> - Credit Rankings: How your credit measures up to others in your area<p>Want more?  With an eligible Equifax product, you can also:<br> - Lock and unlock your Equifax credit file*<br> - View alerts to key credit file changes<br> - Check your Equifax Credit Score ??? anywhere, anytime<br> - Get one stop protection if you ever lose your wallet<p>All from your Android phone! Try it for FREE now.<p>--- <p>Disclaimers <p>Equifax Credit Rankings??? and Equifax Fraud Index??? are trademarks of Equifax Inc. <p>*Locking your credit file with Equifax Credit Report Control will prevent access to your Equifax credit file by certain third parties, such as credit grantors or other companies and agencies. Credit Report Control will not prevent access to your credit file at any other credit reporting agency, and will not prevent access to your Equifax credit file by companies like Equifax Personal Solutions which provide you with access to your credit report or credit score or monitor your credit file; Federal, state and local government agencies; companies reviewing your application for employment; companies that have a current account or relationship with you, and collection agencies acting on behalf of those whom you owe; for fraud detection and prevention purposes; and companies that wish to make pre-approved offers of credit or insurance to you.",3.7,98,0.0,4,1,0,com.equifax,"['com.lmig.pm.internet.mobile.android.libertymutual', 'com.experian.protectmyid', 'com.experianinteractive.mycreditscore', 'com.intuit.mobile.mytaxrefund']"
VACU Mobile Banking,"VACU Mobile Banking allows you to check balances, view transaction history, transfer funds and pay bills on the go!<p>Features: <br>- Check balances<br>- View transaction history<br>- Transfer between VACU accounts<br>- Create, change or delete a bill payment<br>- Locate branches and ATMs<p>VACU Mobile Banking is only available to Virginia Credit Union Online Banking users. Visit <a href=""http://www.google.com/url?q=http://www.vacu.org&usg=AFQjCNF0TZQnenn07ctQTQDxWl-sVp8sFw"" target=""_blank"">www.vacu.org</a> for further details.",4.6,75,0.0,6,0,0,com.softek.ofxclmobile.virginiacu,"['com.glitchtechscience.gtcheckbook', 'com.softek.ofxclmobile.fiberglasfcu', 'com.softek.ofxclmobile.oregonemployeesfcu', 'com.mshift.dccu']"
Forex trading winning tips,Free forex trading winning tips,3.3,3,0.0,1,2,1,com.dreamstep.wfreeforextrading,"['com.chaweng.forex', 'air.fxapps.SignalFx', 'com.forexonthego.android.forex.disp.ForexBrokerMT4droidTrader', 'air.com.fxapps.EconomicCalendar']"
Central Willamette Mobile,"Central Willamette CU online banking with Accounts, Transfers, Bill Pay and more<p>Available to all Central Willamette members, you can quickly check your account balances, review transactions history, view images of checks, transfer funds, pay bills, find the closest ATM and more. Easy, safe and secure. You must first be registered for Internet Banking (CU Online) before you can use this app.",4.5,39,0.0,7,2,1,com.iparse.cwcu,"['com.softek.ofxclmobile.selcoccu', 'com.iparse.advantis', 'com.iparse.oregonians', 'com.iparse.maps']"
MSN Money Smart Spending,"MSN Money Smart Spending: Be informed on money matters for you and your family.<p>Read articles from MSN???s top financial experts, view videos and access tools for budgeting, saving, personal and household finance, retirement and investing. Share what you???ve learned with friends and family on social media. <p>Drawing from the contributions of MSN???s top financial experts, like columnist Liz Weston, the MSN Money Smart Spending App will help you stay informed on money matters for you and your family. <p>Additional app features include: <br>- Frequently updated articles and videos <br>- Tools for budgeting, debt management, retirement planning and tuition saving <br>- Social media integration for sharing valued information with friends and family <br>- Offline reading support.",4.5,6,0.0,5,2,0,com.zumobi.msnmoney,"['com.financial.cashdroid.ads', 'com.fas', 'com.bookmark.money.plus', 'Citibank.CZ']"
Scrollable Stocks Widget,"** This widget requires ADW.Launcher, LauncherPro, or any launcher with SCROLLABLE WIDGET SUPPORT! **<p>Please see <a href=""http://www.google.com/url?q=http://goo.gl/MuTIg&usg=AFQjCNFZ1FBLnZnYf9i1n_6qqmR0IWFgOA"" target=""_blank"">http://goo.gl/MuTIg</a> for my Pro version that now includes color matching to Snowbee's Colorize Widget.<p>A simple, scrollable stock ticker that matches LauncherPro or HTC Sense widgets.  There is also a small (2x1) static widget that will show one item at a time, tap the item to cycle through your portfolio.<p>Features:<br>*User selectable update timing.<br>*Manual update button.<br>*Tap a quote to display the full quote and chart from Yahoo! Finance.<p>Credits:<br>This app was originally designed by Paul Ishenin.  I am now maintaining this app with his permission.  His previous work is documented at <a href=""http://www.google.com/url?q=http://code.google.com/p/stockswidget/&usg=AFQjCNHEOQDG4UbGvJMiH21_EnZEbRIZdQ"" target=""_blank"">http://code.google.com/p/stockswidget/</a>.  My branch is now located at GitHub (see link below).  You may support my efforts on this app by purchasing the donate version (same functionality as this version) and I also encourage you to donate to Paul via his Google Code site.",3.7,356,0.0,1,1,0,com.paulish.widgets.stocks,"['nitezh.ministock', 'com.donnellydevelopmentdepot.finance.tickertracker', 'com.toothpick.widget.stockwidget', 'com.technicallyorganized.android.widgets.stock']"
PAY Utel,"?????? ???????????????????? ???????????????????? ???????????????? ?? ???????????? ????-???????? ?????????? ???????????????????????????? ???????????????????? ?????????? Visa ?? MasterCard, ???????????????? ?????? ???????????????? ????????????????.<p><br>?????????????????? ?????????????? ?????? ???????? ?????????? ????????????????????<br>?? ?????????????? ?????????????? ???????????????????? ???? ???????????? ?????????????????????? ?????????????????? ?????????? ?????????????????? ?????????????? ???? ?????????? ???? 5 ???? 3000 ????????????.<p><br>???????????????????? ?????????????? ?????? ???????????????????????????? ????????????<br>?????? ???????????????????? ???????????????????? ???????????????? ?? ?????????????? ?????????????? ???????????????????? ???????????????? ?? ?????????????? ???? ??????????????????.<p><br>?????????????????????????????? ???????????????????????? ????????????????<br>?????????????? ?????????????? ???????????????????????? ???????????????? ???????????????????????????? ?????????????????????? OTP (One-time Password), ?? ??????????, ???????????????????????????? ???????????????????????? ???????????????? ???????????????? ?? ???????????? ????-????????.",0.0,0,0.0,3,1,1,ua.privatbank.utel.ui,"['com.a0soft.gphone.aCurrencyPro', 'ru.simpls.brs.mobbank', 'com.fellas.android.banks', 'ru.myplatfon.banking']"
PAY MTS,"?????? ???????????????????? ???????????????????? ???????????????? ?? ???????????? ????-???????? ?????????? ???????????????????????????? ???????????????????? ?????????? Visa ?? MasterCard, ???????????????? ?????? ???????????????? ????????????????.<p><br>?????????????????? ?????????????? ?????? ???????? ?????????? ????????????????????<br>?? ?????????????? ?????????????? ???????????????????? ???? ???????????? ?????????????????????? ?????????????????? ?????????? ?????????????????? ?????????????? ???? ?????????? ???? 5 ???? 3000 ????????????.<p><br>???????????????????? ?????????????? ?????? ???????????????????????????? ????????????<br>?????? ???????????????????? ???????????????????? ???????????????? ?? ?????????????? ?????????????? ???????????????????? ???????????????? ?? ?????????????? ???? ??????????????????.<p><br>?????????????????????????????? ???????????????????????? ????????????????<br>?????????????? ?????????????? ???????????????????????? ???????????????? ???????????????????????????? ?????????????????????? OTP (One-time Password), ?? ??????????, ???????????????????????????? ???????????????????????? ???????????????? ???????????????? ?? ???????????? ????-????????.",4.2,8,0.0,3,1,1,ua.privatbank.mts.ui,"['org.bms.andr', 'ru.simpls.mbrd.ui', 'by.mts.dengi', 'net.twodroid.UMCcheckBill']"
Forex On The Go Lite,"Free mobile MT4 trading powered by Forex On The Go Technology.<p>Forex On The Go, the number 1 listed Forex application on the iPhone and the only application which allows full functionality MT4 trading through a sleek mobile optimized interface, is now available on the Android platform.<p>Our popular and free mobile Forex tools do not require that you signup or create any account. Simply download the app, and you have instant access to the markets! <p>Standard Features Include: <br>- Real-time interactive currency charts <br>- Live economic news calendar <br>- Real-time market price overview <br>- Fibonacci Retracement Calculator <br>- Pivot Point Calculator <br>- Profit Calculator <p>In addition to the no-signup-needed Standard features, our application provides access to the most advanced mobile MT4 trading system available. Unlike other cumbersome and slow solutions, with Forex On The Go you can monitor and place live trades on your MT4 account quickly and easily through our beautiful mobile interface designed specifically for smart phones.<p>MT4 Trading Features Include: <br>- Trading from a real-time live tick chart <br>- Use all symbols supported by your broker <br>- Place Buy and Sell orders <br>- Place Pending orders <br>- Set Stop-Loss and Take-Profit <br>- Close and Modify Existing Orders <br>- View Real Time Profit/Loss of Live Trades <br>- View Past history <br>- And more... <p>Our MT4 Trading functionality is a premium feature which is available absolutely free by creating a new Forex trading account (or by transferring an existing account) to one of our associated brokers. The MT4 trading functionality is alternatively available by paying a monthly subscription fee, and is compatible with nearly all MT4 broker accounts. <p>Free Demo Accounts: <br>Download our app now, and you can get a free and instant demo account to try out the MT4 trading features first hand. <p>Premium App: <br>Forex On The Go Premium offers an ad-free interface and includes priority support. This app is available for purchase, however, it is intended for trading professionals only. We recommend that before purchasing the Premium app that you download and try out the free ???Forex On The Go Lite??? app. NOTE: Our premium app is not yet available for purchase. Users of our free Lite application will receive a notification when the premium app becomes generally available.<p>Disclaimer: <br>???Trading Forex can be extremely risky, by use and/or download of this software you acknowledge that you have fully read and understand our End User License Agreement and Risk Disclosure available at <a href=""http://www.google.com/url?q=http://www.ForexOnTheGo.com&usg=AFQjCNElSnGxlsRoiJNH7sO9T-SnNU600Q"" target=""_blank"">www.ForexOnTheGo.com</a>, and that you agree to the terms set forth therein. FDM (broker) and Forex On The Go may be compensated for their services through the spread between the bid/ask prices. MT4 is a product of MetaQuotes Software Corp.",3.0,2,0.0,4,1,1,com.forexonthego.android.forex.lite,"['air.fxapps.SignalFx', 'air.com.fxapps.EconomicCalendar', 'com.chaweng.forex', 'mobile.forex.android']"
Eastman Credit Union Mobile,"ECU is now in the palm of your hand!<p>There has never been an easier way to tap into Eastman Credit Union!  Our mobile application provides fast and secure access to all your accounts - right in the palm of your hand.<p>Need to transfer money to cover a purchase?  You got it.  Looking for the closest branch or ATM to your current location?  Done.  Or maybe you just remembered that you forgot to pay your water bill before you left on vacation.  Not a problem.  All this and more is just a tap away.<p>ECU Mobile Application Features: <br>*Check account balances, view recent transactions and transfer money between accounts<br>*Use Payment Manager (Bill Pay) to pay bills, view pending payments and view bill payment history <br>*Locate the nearest Eastman Credit Union branch or ATM<br>*Locate one of 43,000 surcharge-free Allpoint ATMs <br>*Safe, secure and fast<p>Note:  To use Eastman Credit Union???s mobile application, you will first need to enroll in ECU Online Banking.  Visit <a href=""http://www.google.com/url?q=http://ecu.org&usg=AFQjCNEscdvRLyHVAwBkpk7GDmi5_uF3gg"" target=""_blank"">ecu.org</a> or contact a member service representative at 800.999.2328 to gain instant access.<p>Federally insured by NCUA.",4.3,48,0.0,5,0,0,com.ifs.mobilebanking.fiid3164,"['com.mfoundry.mb.android.mb_ftb', 'com.androidologist.stockstatus', 'com.allpoint', 'com.ifs.mobilebanking.fiid8105']"
Banco Popular,"Todas las aplicaciones del Banco Popular en una sola<p>Mediante esta aplicaci??n es posible acceder c??modamente y de manera agrupada a todos los servicios m??viles ofrecidos por el Banco Popular.<p>Funcionalidades y ventajas:<p>* Accede r??pidamente a todos los servicios y aplicaciones m??viles del Banco Popular (Banca m??vil, Broker m??vil, Buscador de Sucursales y Cajeros o Aliseda).<p>* Personaliza el men?? principal a tu gusto: a??ade, elimina y ordena los diferentes servicios seg??n tus preferencias o h??bitos de uso.<p>* S?? el primero en conocer los nuevos servicios m??viles del Banco Popular, mediante las notificaciones y actualizaciones mostradas en la aplicaci??n peri??dicamente.<p>* Contacta con el servicio de atenci??n al cliente.<p>* Idiomas disponibles: castellano y portugu??s.",4.1,25,0.0,3,2,0,es.bancopopular.android.lanzadera,"['com.hexahis.android.ibexcomp', 'com.bankinter.launcher', 'com.isban.banesto', 'net.inverline.bancosabadell.officelocator.gui']"
Metro Radio,"Metro Broadcast provides live broadcasting of 3 radio channels and a multi-media channel.<p>Radio Channels:<br>Metro Finance - Providing up-to-the-minute financial news and market analysis<br>Metro Info - Embracing life with non-stop infotainment<br>Metro Plus - Serving diverse ethnic communities without boundaries<p>Metro Finance Multi-media Channel:<br>Providing the most updated trend in global financial market on multi-media platform<p>More contents including:<br>- Financial, Local, China and International news<br>- Get stock quotes with ???My Portfolio???<br>- Warrants and CBBCs information<br>- Financial experts??? analysis<br>- Local, Chinese and International music charts and new song preview<br>- Travel and health information<br>- Share contents to Facebook, Twitter and Microblog",3.4,315,0.0,3,2,0,hk.com.metroradio,"['com.QPI.WORLD', 'j2ab.android.mostock', 'j2ab.android.mostock2', 'com.konsonsmx.android']"
BOCHK,"BOCHK Mobile Banking service provides general banking and securities services.<p>BOCHK Mobile Banking provides general banking and securities services through the mobile phone network. The easy and user friendly interface is ideal for anyone who wishes to use their handset to manage their finance conveniently anytime anywhere.<p>Mobile application provides the following services:<br>- Shortcut to Mobile Banking login page<br>- Hang Seng Index (15 minutes delayed)<br>- Foreign Currency against Hong Kong Dollar Exchange Rate<br>- Latest Promotion<br>- Stock Information (15 minutes delayed)<br>-&gt; Stock Quote<br>-&gt; Charts<br>-&gt; Market Indices<br>-&gt; Top 10 List<br>-&gt; IPO Information<br>-&gt; My Watch List<br>- BOC Credit Card<br>-&gt; BOC Credit Card Latest Promotion<br>-&gt; Exclusive Offers<br>-&gt; Search your nearest Offers<br>-&gt; BOC Credit Card Application<br>-&gt; Instant Rewards<br>-&gt; Travel Privileges<br>-&gt; Customer Service<br>- BOC Express Cash<br>-&gt; BOC Express Cash Product Information<br>-&gt; BOC Express Saver<br>-&gt; Contact your nearest Loan Ambassador<br>-&gt; BOC Express Cash Loan Application<br>-&gt; BOC Express Cash Premier Offer<br>- Mortgage<br>-&gt; Mortgage Product Information<br>-&gt; Instant Property Valuation<br>-&gt; Property Valuation Bookmark<br>-&gt; Regular Instalment Calculator<br>- ATM / Branch Locator<br>- Search your nearest ATM / Branches<br>- Share offer to friends by email<br>- My Offer Bookmark<p>Mobile Banking provides the following services:<br>- Securities Trading<br>- Currency Exchange<br>- Precious Metal Trading<br>- Precious Metal / FX Margin<br>- Real-Time or Delayed Stock Quote<br>- Cash Before Card<br>- Cash Instalment<br>- Securities Account Enquiry<br>- Transaction Records Enquiry<br>- Fund Transfer<br>- Local Bank Transfer<br>- Bill Payment<br>- Credit Card Payment<br>- Account Balance Enquiry<br>- Change Password and E-mail Address<p>For existing Internet Banking customers, you can access our Mobile Banking service by simply visiting <a href=""http://www.google.com/url?q=https://m.bochk.com&usg=AFQjCNHg2bMV6zzlTaRnj8GUkE3eQfngUQ"" target=""_blank"">https://m.bochk.com</a> and inputting the login details of Internet Banking. If you do not have an Internet Banking account, please visit any of our branches for registration.",3.8,332,0.0,6,3,1,com.bochk.com,"['com.calculator.hkstock.vaisseauhk', 'com.konsonsmx.android', 'com.mtel.androidbea', 'com.webihk.StockExpenses']"
Mobile Desk,"Quickly appraise a vehicle, find the payoff, and calculate a monthly payment - all from the palm of your hand.<p>The bank and insurance databases are updated frequently, so email me with corrections or additions!<p>Lease calculator coming soon! <p>**I've been told that Galaxy S 4G users are experiencing issues.  I'm looking into it and will have a fix soon!**<p>SEO: car payment calculator, trade appraisal, lease calculator, bank, insurance",4.7,46,0.0,4,1,1,com.bucketcheck.app,"['com.xinifynetworks.autoLoanCalculator', 'com.ismilez.carloancomp', 'com.LoanCalc.android', 'nEx.Software.Apps.Calculators.InsurancePro']"
Metro Credit Union,"Metro Credit Union - Banking on the go.<p>With the Metro Credit Union Mobile Banking app. you can check your available balances, view transaction history, transfer funds, pay your bills, contact your local branch and find ATM and branches in your area.  Metro Credit Union banking on the go.",5.0,2,0.0,5,0,0,com.ifs.banking.fiid1058,"['com.softek.ofxclmobile.charlottemetrofcu', 'com.boondoggle.mortcalc', 'com.ifs.banking.fiid8027', 'com.shoeboxed.android.main']"
Rivermark,"Rivermark Mobile is like having a credit union branch in your pocket! With Rivermark Community Credit Union's Android app, you can: <p>- Check balances <br>- View recent transactions <br>- Transfer funds <br>- Pay bills <p>To activate Rivermark Mobile, you'll need to be an existing Rivermark Online Banking user. Once you opt in to &quot;Mobile Access&quot; from within Online Banking, you'll have access to Mobile Banking from your Android Device. <p>For your security, the system will confirm your login information and your device to ensure it's really you. Once you are logged in, you can view your information and make transactions safely and securely.",3.9,16,0.0,1,0,0,org.rivermarkcu,"['com.iparse.advantis', 'org.unitus.mobile', 'com.iparse.maps', 'com.iparse.oregonians']"
Money Toolkit,"Android mobile banking and other tools to help manage your finances<p>Mobile banking for Android. All your UK bank accounts in one place on your phone.<p>Money Toolkit is read only, we can't transfer money. <p>Innovative security system - keeps your details totally safe.<p>We support:<br>Lloyds TSB<br>NatWest Bank<br>Smile Bank<br>First Direct<p><br>**We are not affiliated with these banks**",3.9,118,0.0,2,2,1,com.mtk.pro.android,"['com.roblovelock.payefree', 'com.skeniver.mymoney', 'com.townside.comparemymobile', 'com.ojohnston.lottery']"
